# generated by generate_fluctuations.py
# config: configs/multiscan_lorentzian.yaml
# seed=12345 length_m=0.008 dx_m=5e-06 rho=0.5
# dW: {'type': 'lorentzian', 'sigma': 0.05, 'tau_m': 0.0002}
# dD: {'type': 'lorentzian', 'sigma': 0.06, 'tau_m': 0.0002}
# empirical: sigma_W=5.0000e-02 sigma_D=6.0000e-02 corr=+0.5001
# columns: s[m]   dW_over_W   dD_over_D
7.865000000e-03  -4.428432e-02  -1.079389e-01
7.870000000e-03  -1.941892e-02  -7.835375e-02
7.875000000e-03  -2.382552e-02  -1.013344e-01
7.880000000e-03  -3.940523e-02  -1.144523e-01
7.885000000e-03  -4.703284e-02  -1.078172e-01
7.890000000e-03  -4.862511e-02  -1.033642e-01
7.895000000e-03  -5.558493e-02  -9.623951e-02
7.900000000e-03  -3.056952e-02  -7.911732e-02
7.905000000e-03  -4.672522e-03  -5.394156e-02
7.910000000e-03  -6.056982e-04  -4.076803e-02
7.915000000e-03  -1.543250e-03  -1.833695e-02
7.920000000e-03  5.602632e-04  -9.548909e-03
7.925000000e-03  1.242458e-02  -1.792493e-03
7.930000000e-03  2.172696e-02  6.078733e-03
7.935000000e-03  2.352620e-02  -7.302094e-03
7.940000000e-03  1.064932e-02  9.507502e-03
7.945000000e-03  1.792144e-02  1.167779e-02
7.950000000e-03  1.569457e-02  -4.137651e-03
7.955000000e-03  1.663099e-02  1.005461e-02
7.960000000e-03  2.908172e-02  1.351325e-02
7.965000000e-03  3.542743e-02  1.855189e-02
7.970000000e-03  2.178557e-02  3.661856e-03
7.975000000e-03  6.834858e-03  -2.772123e-02
7.980000000e-03  -2.469305e-03  -2.445059e-02
7.985000000e-03  -3.292282e-03  -2.235252e-02
7.990000000e-03  8.669732e-03  -1.796717e-02
7.995000000e-03  9.694308e-03  -2.839698e-02
